url,title,description,urlToImage,date
https://www.theverge.com/2019/4/27/18518379/how-to-organize-google-photos-collection,How to organize your Google Photos collection - The Verge,"Photos is filled with tools for organizing your collection and making it more manageable, and most of them require little to no effort to embrace.",https://cdn.vox-cdn.com/thumbor/R3b6uzOLKHFrQ1wOeK6e_kV7MT8=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13278367/jbareham_181010_2989_0184.jpg,2019-04-27
https://wccftech.com/intel-cpu-shortages-third-quarter-2019/,Intel Admits CPU Shortages Will Continue Until Third Quarter of 2019 - Wccftech,"After Intel has slashed their forecast for 2019, Intel said in a conference call that despite its $1.5 billion investment last year to boost production capacity for its 14nm process node, the CPU shortages would not be resolved until the third quarter of the …",https://cdn.wccftech.com/wp-content/uploads/2019/04/5c533cfc2bdd7f19677cc624-750-500.jpg,2019-04-27
https://www.thisisinsider.com/oneplus-phones-vs-apple-iphone-samsung-galaxy-s-2019-4,I consistently recommend smartphones from a company that few in the US have ever heard of over Apple's iPhones or Samsung's Galaxy phones — this is why - INSIDER,Apple and Samsung are just names to me — what matters most are the phones themselves and what they propose for their price tags.,https://amp.thisisinsider.com/images/5cc36ae0c0133518174ff76c-1920-960.jpg,2019-04-27
https://www.gamerevolution.com/news/531869-kingdom-hearts-3-dlc-remind-limit-episode-secret-episode,Kingdom Hearts 3 DLC announced; ReMIND scenario includes new episodes and bosses - Game Revolution,"Say hello to the big Kingdom Hearts 3 DLC announcement we were all waiting for. Kingdom Hearts 3 ReMIND will offer up new bosses, a Limit Episode and Secret Episode, and even a free new Keyblade.",https://cdn3-www.gamerevolution.com/assets/uploads/2019/04/Kingdom-Hearts-3-length-e1556351079901.jpeg,2019-04-27
https://dronedj.com/2019/04/26/dji-rumors-mavic-2-is-future/,DJI rumors: DJI Mavic 2 is the future - Part 3 - DroneDJ,DJI rumors: DJI Mavic 2 can be the perfect drone for the consumer and prosumer drone market. Read on to find out why the DJI Mavic 2 is the future for DJI.,https://dronedj.com/wp-content/uploads/sites/2/2019/04/DJI-rumors-DJI-Mavic-2-is-the-future-for-the-drone-maker.jpg?quality=82&strip=all,2019-04-27
https://www.gamespot.com/gallery/the-best-mortal-kombat-11-easter-eggs-and-referenc/2900-2726/,The Best Mortal Kombat 11 Easter Eggs And References We've Found (So Far) - GameSpot,"Mortal Kombat 11 is a love letter to the whole series, evident in nods to past games and even the movie. Frozen, Blade Runner, Harry Potter get shout outs, too.",https://static.gamespot.com/uploads/screen_kubrick/1574/15747411/3508405-screen+shot+2019-03-06+at+6.14.20+am.png,2019-04-27
http://www.nintendolife.com/news/2019/04/nintendo_has_lnothing_newr_to_announce_for_3ds_in_terms_of_first-party_game_releases,Nintendo Has “Nothing New” To Announce For 3DS In Terms Of First-Party Game Releases - Nintendo Life,Thanks for the memories,http://images.nintendolife.com/news/2019/04/nintendo_has_lnothing_newr_to_announce_for_3ds_in_terms_of_first-party_game_releases/large.jpg,2019-04-27
https://www.slashgear.com/intel-tipped-in-talks-to-sell-its-modem-chip-business-26574901/,Intel tipped in talks to sell its modem chip business - SlashGear,"Now that Apple and Qualcomm are friends again, Intel has abandoned its 5G modem plans and is, according to a new leak, considering the sale of its modem chip business. The news, which is unconfirme…",https://edge.slashgear.com/wp-content/uploads/2019/04/intel_main.jpg,2019-04-27
https://www.ign.com/articles/2019/04/27/first-impressions-zelda-breath-of-the-wild-and-super-mario-odyssey-in-labo-vr,First Impressions: Zelda: Breath of the Wild and Super Mario Odyssey in Labo VR - IGN,Can cardboard make Switch’s two first-party masterpieces even better? Well...,https://assets1.ignimgs.com/2019/04/27/what-2-ign-editors-think-of-zelda-breath-of-the-wild-so-far-gwx1-1556327366456_1280w.jpg,2019-04-27
https://bgr.com/2019/04/26/amazon-high-def-music-streaming-service/,Amazon is reportedly working on a new high-def music streaming service - BGR,"Just days after Amazon launched a free music streaming tier for Alexa-enabled devices, Music Business Worldwide has come forward with a report claiming that the technology company and online market…",https://boygeniusreport.files.wordpress.com/2019/04/amazon-music.jpg?quality=98&strip=all,2019-04-27
https://www.ign.com/articles/2019/04/27/days-gone-cheats-tips-guides-and-strategy,How to Get the Most out of Days Gone - IGN,Get all the tips and strategies you need for Days Gone.,https://assets1.ignimgs.com/2019/04/27/daysgonefast2-1556326781015_1280w.jpg,2019-04-27
https://www.androidcentral.com/thrifter-deal-samsung-galaxy-tab-s-5-e,Trade in any old tablet and get $250 off the new Samsung Galaxy S5e - Android Central,That'll make the new tablet just $150 with that value.,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/04/s5e.jpg?itok=1CwKdoTy,2019-04-27
https://www.youtube.com/watch?v=ijC-T_Htk_4,Risk of Rain 2 Early Access Review - IGN,IGN's Risk of Rain 2 reviewed in early access by James Duggan. Top 4 Co-Op Games at PAX East 2019! https://www.youtube.com/watch?v=5HUtk7VODog Subscribe to I...,https://i.ytimg.com/vi/ijC-T_Htk_4/maxresdefault.jpg,2019-04-27
