url,title,description,urlToImage,category
https://phys.org/news/2019-04-giant-galaxy-black-hole.html,The giant galaxy around the giant black hole - Phys.Org,"On April 10, 2019, the Event Horizon Telescope (EHT) unveiled the first-ever image of a black hole's event horizon, the area beyond which light cannot escape the immense gravity of the black hole. That giant black hole, with a mass of 6.5 billion Suns, is loc…",https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/hires/2019/thegiantgala.jpg
https://www.foxnews.com/science/china-plans-to-build-a-base-near-the-moons-south-pole,China plans to build a base near the Moon's south pole - Fox News,"China plans to build a scientific research station on the moon in ""about 10 years,"" according to the state news agency Xinhua.",https://static.foxnews.com/foxnews.com/content/uploads/2019/04/the-moon-tom-campbell.jpg
https://www.sciencealert.com/scientists-have-figured-out-what-causes-steve-the-mysterious-purple-not-aurora,"A Mysterious 'Not-Aurora' Called STEVE Lights The Sky Purple, And We Finally Know How - ScienceAlert","The mysterious purple skyglow named STEVE was unmasked last year. Physicists proved that STEVE was not a new kind of aurora - in fact, it's not any kind of aurora at all. But that still left one big, gaping question: What exactly is it?",https://www.sciencealert.com/images/2019-04/processed/steve-nasa_1024.jpg
https://www.cnet.com/news/nasa-urges-patience-as-spacex-investigates-the-crew-dragon-explosion/,NASA urges patience as SpaceX investigates the Crew Dragon explosion - CNET,Details remain scant but NASA insists the investigation into the crew capsule incident will take time.,https://cnet4.cbsistatic.com/img/Sn9GRyY_QFiJ3by0UUrWuyXvGe4=/756x567/2019/03/03/5dcb5dcc-30b8-4cad-8677-a0eb78c0f5b9/crew-dragon-closeup.jpg
https://www.universetoday.com/142041/as-expected-the-newly-upgraded-ligo-is-finding-a-black-hole-merger-every-week/,"As Expected, the Newly Upgraded LIGO is Finding a Black Hole Merger Every Week - Universe Today","The LIGO detector is back online after months of upgrades, and has made two new detections already!",https://www.universetoday.com/wp-content/uploads/2016/09/GWmergerCombo.jpg
https://www.sciencealert.com/new-measurements-of-the-expansion-of-the-universe-confirm-something-is-definitely-awry,Astronomers Just Detected The Universe Is Expanding Much Faster Than It Should Be - ScienceAlert,"The latest measurement of the expansion rate of the Universe is in, and it has confirmed with more certainty than ever that we have a real dilly of a pickle on our hands. Once again, the result has shown that the Universe is expanding much faster tha",https://www.sciencealert.com/images/2019-04/processed/lmc_1024.jpg
https://bgr.com/2019/04/25/crab-fossil-perplexa-yale-discovery/,Newly-discovered ancient crab species is like nothing science has seen before - BGR,"When researchers discover fossils of species that are new to science it’s only natural that they attempt to find a place for them in the colossal tree of life, matching them up with related s…",https://boygeniusreport.files.wordpress.com/2019/04/capture-22.jpg?quality=98&strip=all
https://www.sciencealert.com/a-dark-matter-detector-just-detected-one-of-the-rarest-events-ever-in-science,A Dark Matter Detector Just Recorded One of The Rarest Events Known to Science - ScienceAlert,"Thanks to the XENON1T dark matter detector lodged under the Gran Sasso mountains of Italy, scientists have recorded one of the rarest events to ever be detected: a special type of radioactive decay in xenon-124.",https://www.sciencealert.com/images/2019-04/processed/dark-matt-hole_1024.jpg
https://bigthink.com/culture-religion/space-cat-burial,Ashes of cat named Pikachu to be launched into space - Big Think,A well-loved Tabby is going to the great beyond.,https://bigthink-img.rbl.ms/simage/https%3A%2F%2Fassets.rbl.ms%2F19421013%2F1200x600.png/2000%2C2000/h0SuCJEoB292LHV9/img.png
https://phys.org/news/2019-04-doctors-quantum-effect-hard-disk.html,The spin doctors: Researchers discover surprising quantum effect in hard disk drive material - Phys.Org,Scientists find surprising way to affect information storage properties in metal alloy.,https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/hires/2019/83-researchersd.jpg
